date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:18:52	570358/570358	---MCZ	200	added ('OK')	text/html	etag:W/%2223f099004ea1a7168e4073508eeffb43%22	https://palcacer.wixsite.com/palcacer/ca/projects-1/bologna-liutistica	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/projects-1/bologna-liutistica.html	(from https://palcacer.wixsite.com/palcacer/ca/solo)
15:18:52	569902/569902	---MCZ	200	added ('OK')	text/html	etag:W/%228925670f970342a856098b913b142956%22	https://palcacer.wixsite.com/palcacer/ca/projects-1/tres-territorios	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/projects-1/tres-territorios.html	(from https://palcacer.wixsite.com/palcacer/ca/solo)
15:18:54	533725/533725	---MCZ	200	added ('OK')	text/html	etag:W/%224534af82fd94429d633fc94d21d64610%22	https://palcacer.wixsite.com/palcacer/ca/instrumentos/guitarra-barroca	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/instrumentos/guitarra-barroca.html	(from https://palcacer.wixsite.com/palcacer/ca/instruments)
15:18:54	594971/594971	---MCZ	200	added ('OK')	text/html	etag:W/%222c1924493b763982662ed1421a99d232%22	https://palcacer.wixsite.com/palcacer/ca/projects-1/dos-peninsulas	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/projects-1/dos-peninsulas.html	(from https://palcacer.wixsite.com/palcacer/ca/solo)
15:18:55	595647/595647	---MCZ	200	added ('OK')	text/html	etag:W/%2264eeda0332127d38391c0a20fa3f6adf%22	https://palcacer.wixsite.com/palcacer/ca/projects-1/una-storia-fra-le-corde...	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/projects-1/una-storia-fra-le-corde...html	(from https://palcacer.wixsite.com/palcacer/ca/solo)
15:18:57	599253/599253	---MCZ	200	added ('OK')	text/html	etag:W/%22cee7dbebf5b0991431031e124d5a43eb%22	https://palcacer.wixsite.com/palcacer/ca/projects-1/tanyer-de-gala	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/projects-1/tanyer-de-gala.html	(from https://palcacer.wixsite.com/palcacer/ca/solo)
15:18:57	579483/579483	---MCZ	200	added ('OK')	text/html	etag:W/%2275d6f5ec3a27697619c1dff6d4e13f9d%22	https://palcacer.wixsite.com/palcacer/ca/projects/anima-shirvani	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/projects/anima-shirvani.html	(from https://palcacer.wixsite.com/palcacer/ca/ensemble)
15:19:00	568176/568176	---MCZ	200	added ('OK')	text/html	etag:W/%223d8728638dd4dddf55c3bda45e0495ef%22	https://palcacer.wixsite.com/palcacer/ca/projects/caravelle-della-musica	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/projects/caravelle-della-musica.html	(from https://palcacer.wixsite.com/palcacer/ca/ensemble)
15:19:00	488235/488235	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c93dff8e07f92ec1de3886f28864758e%22	https://palcacer.wixsite.com/palcacer/ca/projects/viaggio-musicale-nell'emilia-del-'600	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/projects/viaggio-musicale-nell'emilia-del-'600.a4.delayed	(from https://palcacer.wixsite.com/palcacer/ca/ensemble)
15:19:04	589531/589531	---MCZ	200	added ('OK')	text/html	etag:W/%2253db07fac1147c143a62a5994f343de2%22	https://palcacer.wixsite.com/palcacer/ca/projects/viaggio-musicale-nell'emilia-del-600'	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/projects/viaggio-musicale-nell'emilia-del-600'.html	(from https://palcacer.wixsite.com/palcacer/ca/ensemble)
15:19:04	581081/581081	---MCZ	200	added ('OK')	text/html	etag:W/%221edcba37b151f2a4c7845be90daaa7f0%22	https://palcacer.wixsite.com/palcacer/ca/projects/volcania-	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/projects/volcania-.html	(from https://palcacer.wixsite.com/palcacer/ca/ensemble)
15:19:04	487709/487709	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22eccdb821cd36c2e93e776d5a721a86a2%22	https://palcacer.wixsite.com/palcacer/ca/projects/arlecchino-innamorato	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/projects/arlecchino-innamorato.a7.delayed	(from https://palcacer.wixsite.com/palcacer/ca/ensemble)
15:19:09	567266/567266	---MCZ	200	added ('OK')	text/html	etag:W/%224b9d2feabe48b33b25b729004eaf5fca%22	https://palcacer.wixsite.com/palcacer/ca/projects/arlecchino-innamorato-	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/projects/arlecchino-innamorato-.html	(from https://palcacer.wixsite.com/palcacer/ca/ensemble)
15:19:17	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:19:17%20GMT	https://palcacer.wixsite.com/palcacer/de/t	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/t.aa.delayed	(from https://palcacer.wixsite.com/palcacer/de/discs)
15:19:21	585021/585021	---MCZ	200	added ('OK')	text/html	etag:W/%22cbf99bf862693b40b623421a0b01342f%22	https://palcacer.wixsite.com/palcacer/ca/projects/les-musiques-du-roi-soleil	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/ca/projects/les-musiques-du-roi-soleil.html	(from https://palcacer.wixsite.com/palcacer/ca/ensemble)
15:19:33	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:19:30%20GMT	https://palcacer.wixsite.com/palcacer/de/e	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/e.ab.delayed	(from https://palcacer.wixsite.com/palcacer/de/discs)
15:19:39	2508/2508	---MCZ	400	error ('Bad%20Request')	text/html	date:Wed,%2007%20Jan%202026%2014:19:36%20GMT	https://palcacer.wixsite.com/palcacer/de/robots.txt	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/robots.ac.delayed	(from https://palcacer.wixsite.com/palcacer/de/discs)
15:19:45	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:19:45%20GMT	https://palcacer.wixsite.com/palcacer/de/sitemap.xml	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/sitemap.ad.delayed	(from https://palcacer.wixsite.com/palcacer/de/discs)
15:19:45	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:19:45%20GMT	https://palcacer.wixsite.com/palcacer/de/feed.xml	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/feed.ae.delayed	(from https://palcacer.wixsite.com/palcacer/de/discs)
15:19:46	2508/2508	---MCZ	400	error ('Bad%20Request')	text/html	date:Wed,%2007%20Jan%202026%2014:19:46%20GMT	https://palcacer.wixsite.com/palcacer/de/decodeURIComponent(e	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/decodeURIComponent(e.af.delayed	(from https://palcacer.wixsite.com/palcacer/de/discs)
15:19:49	512636/512636	---MCZ	200	added ('OK')	text/html	etag:W/%2275d570bd42ceb91adaa0c89c204f6fc6%22	https://palcacer.wixsite.com/palcacer/de/instrumentos/guitarra-renacentista	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/instrumentos/guitarra-renacentista.html	(from https://palcacer.wixsite.com/palcacer/de/instruments)
15:19:51	511716/511716	---MCZ	200	added ('OK')	text/html	etag:W/%22f494436a5e4d8fee5c41193fddd7ca9a%22	https://palcacer.wixsite.com/palcacer/de/instrumentos/tiorba	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/instrumentos/tiorba.html	(from https://palcacer.wixsite.com/palcacer/de/instruments)
15:19:51	512380/512380	---MCZ	200	added ('OK')	text/html	etag:W/%226446b0dec088339a5b10963071f25715%22	https://palcacer.wixsite.com/palcacer/de/instrumentos/guitarra-barroca	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/instrumentos/guitarra-barroca.html	(from https://palcacer.wixsite.com/palcacer/de/instruments)
15:19:51	512069/512069	---MCZ	200	added ('OK')	text/html	etag:W/%22bc908d909d27793c6c5872e42810abdd%22	https://palcacer.wixsite.com/palcacer/de/instrumentos/arciliuto	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/instrumentos/arciliuto.html	(from https://palcacer.wixsite.com/palcacer/de/instruments)
15:19:53	512586/512586	---MCZ	200	added ('OK')	text/html	etag:W/%22d87ecf8b4a2994f4be96a950f3c47339%22	https://palcacer.wixsite.com/palcacer/de/instrumentos/liuto-rinascimentale	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/instrumentos/liuto-rinascimentale.html	(from https://palcacer.wixsite.com/palcacer/de/instruments)
15:19:53	534370/534370	---MCZ	200	added ('OK')	text/html	etag:W/%22f3e5bd9d289e255552dd2bc13fcf8a18%22	https://palcacer.wixsite.com/palcacer/de/instrumentos/vihuela	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/instrumentos/vihuela.html	(from https://palcacer.wixsite.com/palcacer/de/instruments)
15:19:55	570408/570408	---MCZ	200	added ('OK')	text/html	etag:W/%22984575c4f2671e71cce8157d86c3f259%22	https://palcacer.wixsite.com/palcacer/de/projects-1/bologna-liutistica	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/projects-1/bologna-liutistica.html	(from https://palcacer.wixsite.com/palcacer/de/solo)
15:19:56	572394/572394	---MCZ	200	added ('OK')	text/html	etag:W/%225296c9a6499d56424f208834e43de108%22	https://palcacer.wixsite.com/palcacer/de/projects-1/dos-peninsulas	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/projects-1/dos-peninsulas.html	(from https://palcacer.wixsite.com/palcacer/de/solo)
15:19:58	595579/595579	---MCZ	200	added ('OK')	text/html	etag:W/%22c3cdc211bc29ed8cea07078ea09d9061%22	https://palcacer.wixsite.com/palcacer/de/projects-1/una-storia-fra-le-corde...	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/projects-1/una-storia-fra-le-corde...html	(from https://palcacer.wixsite.com/palcacer/de/solo)
15:19:59	577204/577204	---MCZ	200	added ('OK')	text/html	etag:W/%2204a035960afd6631d2572927f66300a6%22	https://palcacer.wixsite.com/palcacer/de/projects-1/tanyer-de-gala	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/projects-1/tanyer-de-gala.html	(from https://palcacer.wixsite.com/palcacer/de/solo)
15:19:59	579306/579306	---MCZ	200	added ('OK')	text/html	etag:W/%2227c9082e6cd90ccc75d1c33e2ada3dad%22	https://palcacer.wixsite.com/palcacer/de/projects/anima-shirvani	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/projects/anima-shirvani.html	(from https://palcacer.wixsite.com/palcacer/de/ensemble)
15:20:02	590206/590206	---MCZ	200	added ('OK')	text/html	etag:W/%22a2fd6ea2dbae7953dc27abe181610880%22	https://palcacer.wixsite.com/palcacer/de/projects/caravelle-della-musica	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/projects/caravelle-della-musica.html	(from https://palcacer.wixsite.com/palcacer/de/ensemble)
15:20:04	488270/488270	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22d25d198448b69e6f39eeb8e8bbfc9675%22	https://palcacer.wixsite.com/palcacer/de/projects/viaggio-musicale-nell'emilia-del-'600	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/projects/viaggio-musicale-nell'emilia-del-'600.bc.delayed	(from https://palcacer.wixsite.com/palcacer/de/ensemble)
15:20:09	487752/487752	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c0ff07d4caa5f517e1ec3e319a00303a%22	https://palcacer.wixsite.com/palcacer/de/projects/arlecchino-innamorato	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/projects/arlecchino-innamorato.bf.delayed	(from https://palcacer.wixsite.com/palcacer/de/ensemble)
15:20:12	581001/581001	---MCZ	200	added ('OK')	text/html	etag:W/%22258e64402f1559b9f9ee6ada6eb2641e%22	https://palcacer.wixsite.com/palcacer/de/projects/volcania-	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/projects/volcania-.html	(from https://palcacer.wixsite.com/palcacer/de/ensemble)
15:20:13	589995/589995	---MCZ	200	added ('OK')	text/html	etag:W/%220a69a8eec61b0866f0532b4f8a238dc1%22	https://palcacer.wixsite.com/palcacer/de/projects/viaggio-musicale-nell'emilia-del-600'	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/projects/viaggio-musicale-nell'emilia-del-600'.html	(from https://palcacer.wixsite.com/palcacer/de/ensemble)
15:20:15	589693/589693	---MCZ	200	added ('OK')	text/html	etag:W/%2254c7772666839969a210355fceb9edd3%22	https://palcacer.wixsite.com/palcacer/de/projects/arlecchino-innamorato-	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/projects/arlecchino-innamorato-.html	(from https://palcacer.wixsite.com/palcacer/de/ensemble)
15:20:16	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:20:16%20GMT	https://palcacer.wixsite.com/palcacer/fr/t	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/t.c2.delayed	(from https://palcacer.wixsite.com/palcacer/fr/discs)
15:20:16	585977/585977	---MCZ	200	added ('OK')	text/html	etag:W/%228134b2389a3d00a6d319a9fd0d478ed3%22	https://palcacer.wixsite.com/palcacer/de/projects/les-musiques-du-roi-soleil	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/de/projects/les-musiques-du-roi-soleil.html	(from https://palcacer.wixsite.com/palcacer/de/ensemble)
15:20:17	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:20:17%20GMT	https://palcacer.wixsite.com/palcacer/fr/e	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/e.c3.delayed	(from https://palcacer.wixsite.com/palcacer/fr/discs)
15:20:18	2508/2508	---MCZ	400	error ('Bad%20Request')	text/html	date:Wed,%2007%20Jan%202026%2014:20:18%20GMT	https://palcacer.wixsite.com/palcacer/fr/robots.txt	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/robots.c4.delayed	(from https://palcacer.wixsite.com/palcacer/fr/discs)
15:20:20	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:20:19%20GMT	https://palcacer.wixsite.com/palcacer/fr/sitemap.xml	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/sitemap.c5.delayed	(from https://palcacer.wixsite.com/palcacer/fr/discs)
15:20:20	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:20:20%20GMT	https://palcacer.wixsite.com/palcacer/fr/feed.xml	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/feed.c6.delayed	(from https://palcacer.wixsite.com/palcacer/fr/discs)
15:20:22	2508/2508	---MCZ	400	error ('Bad%20Request')	text/html	date:Wed,%2007%20Jan%202026%2014:20:21%20GMT	https://palcacer.wixsite.com/palcacer/fr/decodeURIComponent(e	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/decodeURIComponent(e.c7.delayed	(from https://palcacer.wixsite.com/palcacer/fr/discs)
15:20:23	534859/534859	---MCZ	200	added ('OK')	text/html	etag:W/%22efe427a34c6128c35cb6d87758209633%22	https://palcacer.wixsite.com/palcacer/fr/instrumentos/guitarra-renacentista	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/instrumentos/guitarra-renacentista.html	(from https://palcacer.wixsite.com/palcacer/fr/instruments)
15:20:25	512366/512366	---MCZ	200	added ('OK')	text/html	etag:W/%2258c7d38cdfe100460e8a6a0a8e582566%22	https://palcacer.wixsite.com/palcacer/fr/instrumentos/guitarra-barroca	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/instrumentos/guitarra-barroca.html	(from https://palcacer.wixsite.com/palcacer/fr/instruments)
15:20:25	533388/533388	---MCZ	200	added ('OK')	text/html	etag:W/%2262222a785cf5a3285072023c31230ed3%22	https://palcacer.wixsite.com/palcacer/fr/instrumentos/tiorba	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/instrumentos/tiorba.html	(from https://palcacer.wixsite.com/palcacer/fr/instruments)
15:20:27	512228/512228	---MCZ	200	added ('OK')	text/html	etag:W/%229a0829e6d13496b8d1f7e9f330dd5173%22	https://palcacer.wixsite.com/palcacer/fr/instrumentos/liuto-rinascimentale	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/instrumentos/liuto-rinascimentale.html	(from https://palcacer.wixsite.com/palcacer/fr/instruments)
15:20:30	533530/533530	---MCZ	200	added ('OK')	text/html	etag:W/%224e1226a356912a6f90fbcb8a15173b66%22	https://palcacer.wixsite.com/palcacer/fr/instrumentos/arciliuto	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/instrumentos/arciliuto.html	(from https://palcacer.wixsite.com/palcacer/fr/instruments)
15:20:32	594647/594647	---MCZ	200	added ('OK')	text/html	etag:W/%224357032166c90247095f77d9304d4b31%22	https://palcacer.wixsite.com/palcacer/fr/projects-1/dos-peninsulas	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/projects-1/dos-peninsulas.html	(from https://palcacer.wixsite.com/palcacer/fr/solo)
15:20:33	532988/532988	---MCZ	200	added ('OK')	text/html	etag:W/%22dd553223ba0fee94f4ec96e32787f23b%22	https://palcacer.wixsite.com/palcacer/fr/instrumentos/vihuela	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/instrumentos/vihuela.html	(from https://palcacer.wixsite.com/palcacer/fr/instruments)
15:20:34	592233/592233	---MCZ	200	added ('OK')	text/html	etag:W/%221dda80dce08dade03c6075fd61abb163%22	https://palcacer.wixsite.com/palcacer/fr/projects-1/tres-territorios	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/projects-1/tres-territorios.html	(from https://palcacer.wixsite.com/palcacer/fr/solo)
15:20:34	570205/570205	---MCZ	200	added ('OK')	text/html	etag:W/%224e9d2b38f5818f9b4dba516f4c9505c2%22	https://palcacer.wixsite.com/palcacer/fr/projects-1/bologna-liutistica	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/projects-1/bologna-liutistica.html	(from https://palcacer.wixsite.com/palcacer/fr/solo)
15:20:34	595786/595786	---MCZ	200	added ('OK')	text/html	etag:W/%22a016c5e3fb5d7b44f228a8fe3bfb75db%22	https://palcacer.wixsite.com/palcacer/fr/projects-1/una-storia-fra-le-corde...	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/projects-1/una-storia-fra-le-corde...html	(from https://palcacer.wixsite.com/palcacer/fr/solo)
15:20:39	577937/577937	---MCZ	200	added ('OK')	text/html	etag:W/%22191e8a353ea9bc09ba6b6e899a1cc301%22	https://palcacer.wixsite.com/palcacer/fr/projects/anima-shirvani	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/projects/anima-shirvani.html	(from https://palcacer.wixsite.com/palcacer/fr/ensemble)
15:20:39	577029/577029	---MCZ	200	added ('OK')	text/html	etag:W/%224a8929d33d51d23db49336ea9b64e84d%22	https://palcacer.wixsite.com/palcacer/fr/projects-1/tanyer-de-gala	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/projects-1/tanyer-de-gala.html	(from https://palcacer.wixsite.com/palcacer/fr/solo)
15:20:40	568382/568382	---MCZ	200	added ('OK')	text/html	etag:W/%22bf4d86fb8b57ad7f45d66f059e7f16f2%22	https://palcacer.wixsite.com/palcacer/fr/projects/caravelle-della-musica	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/projects/caravelle-della-musica.html	(from https://palcacer.wixsite.com/palcacer/fr/ensemble)
15:20:40	488056/488056	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22db3a1a753e40e2a7e44ddcf3da9f77c3%22	https://palcacer.wixsite.com/palcacer/fr/projects/viaggio-musicale-nell'emilia-del-'600	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/projects/viaggio-musicale-nell'emilia-del-'600.d5.delayed	(from https://palcacer.wixsite.com/palcacer/fr/ensemble)
15:20:41	589885/589885	---MCZ	200	added ('OK')	text/html	etag:W/%22cfd90feb33df54580ec9f804cb62fac3%22	https://palcacer.wixsite.com/palcacer/fr/projects/viaggio-musicale-nell'emilia-del-600'	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/projects/viaggio-musicale-nell'emilia-del-600'.html	(from https://palcacer.wixsite.com/palcacer/fr/ensemble)
15:20:41	558895/558895	---MCZ	200	added ('OK')	text/html	etag:W/%22c7c4da9a9f6a8b2a9f24200f51b2c4f4%22	https://palcacer.wixsite.com/palcacer/fr/projects/volcania-	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/projects/volcania-.html	(from https://palcacer.wixsite.com/palcacer/fr/ensemble)
15:20:43	486781/486781	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%223d076899d9691d0826569e1e3e4375e3%22	https://palcacer.wixsite.com/palcacer/fr/projects/arlecchino-innamorato	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/projects/arlecchino-innamorato.d8.delayed	(from https://palcacer.wixsite.com/palcacer/fr/ensemble)
15:20:46	567130/567130	---MCZ	200	added ('OK')	text/html	etag:W/%22a4b32150e5bc0e267313491ff2cc0191%22	https://palcacer.wixsite.com/palcacer/fr/projects/arlecchino-innamorato-	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/projects/arlecchino-innamorato-.html	(from https://palcacer.wixsite.com/palcacer/fr/ensemble)
15:20:47	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:20:46%20GMT	https://palcacer.wixsite.com/palcacer/it/t	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/it/t.db.delayed	(from https://palcacer.wixsite.com/palcacer/it/discs)
15:20:47	585639/585639	---MCZ	200	added ('OK')	text/html	etag:W/%2230d56fd4d166dcdddd793d671856f396%22	https://palcacer.wixsite.com/palcacer/fr/projects/les-musiques-du-roi-soleil	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/fr/projects/les-musiques-du-roi-soleil.html	(from https://palcacer.wixsite.com/palcacer/fr/ensemble)
15:20:48	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:20:47%20GMT	https://palcacer.wixsite.com/palcacer/it/e	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/it/e.dc.delayed	(from https://palcacer.wixsite.com/palcacer/it/discs)
15:20:48	2508/2508	---MCZ	400	error ('Bad%20Request')	text/html	date:Wed,%2007%20Jan%202026%2014:20:48%20GMT	https://palcacer.wixsite.com/palcacer/it/robots.txt	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/it/robots.dd.delayed	(from https://palcacer.wixsite.com/palcacer/it/discs)
15:20:50	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:20:49%20GMT	https://palcacer.wixsite.com/palcacer/it/sitemap.xml	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/it/sitemap.de.delayed	(from https://palcacer.wixsite.com/palcacer/it/discs)
15:20:51	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Jan%202026%2014:20:50%20GMT	https://palcacer.wixsite.com/palcacer/it/feed.xml	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/it/feed.df.delayed	(from https://palcacer.wixsite.com/palcacer/it/discs)
15:20:51	2508/2508	---MCZ	400	error ('Bad%20Request')	text/html	date:Wed,%2007%20Jan%202026%2014:20:51%20GMT	https://palcacer.wixsite.com/palcacer/it/decodeURIComponent(e	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/it/decodeURIComponent(e.e0.delayed	(from https://palcacer.wixsite.com/palcacer/it/discs)
15:20:54	512446/512446	---MCZ	200	added ('OK')	text/html	etag:W/%2222a3c4dabc0cdfdc6bbaceb5a7faab54%22	https://palcacer.wixsite.com/palcacer/it/instrumentos/guitarra-renacentista	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/it/instrumentos/guitarra-renacentista.html	(from https://palcacer.wixsite.com/palcacer/it/instruments)
15:20:55	534563/534563	---MCZ	200	added ('OK')	text/html	etag:W/%22c169d4f55efd42e6580d0c61595347d6%22	https://palcacer.wixsite.com/palcacer/it/instrumentos/guitarra-barroca	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/it/instrumentos/guitarra-barroca.html	(from https://palcacer.wixsite.com/palcacer/it/instruments)
15:20:57	511768/511768	---MCZ	200	added ('OK')	text/html	etag:W/%22c9967c85e88247bd754c13733b514cbf%22	https://palcacer.wixsite.com/palcacer/it/instrumentos/tiorba	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/it/instrumentos/tiorba.html	(from https://palcacer.wixsite.com/palcacer/it/instruments)
15:20:58	512280/512280	---MCZ	200	added ('OK')	text/html	etag:W/%2243208356e1bc8726d86b14a6b9f8cae6%22	https://palcacer.wixsite.com/palcacer/it/instrumentos/arciliuto	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/it/instrumentos/arciliuto.html	(from https://palcacer.wixsite.com/palcacer/it/instruments)
15:20:59	512359/512359	---MCZ	200	added ('OK')	text/html	etag:W/%22b4a5f3ca171c0271a9fac5e9773cce60%22	https://palcacer.wixsite.com/palcacer/it/instrumentos/liuto-rinascimentale	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/it/instrumentos/liuto-rinascimentale.html	(from https://palcacer.wixsite.com/palcacer/it/instruments)
15:21:01	512091/512091	---MCZ	200	added ('OK')	text/html	etag:W/%22073da674422c6735d0b9c6889be9352c%22	https://palcacer.wixsite.com/palcacer/it/instrumentos/vihuela	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/it/instrumentos/vihuela.html	(from https://palcacer.wixsite.com/palcacer/it/instruments)
15:21:02	591935/591935	---MCZ	200	added ('OK')	text/html	etag:W/%22d76df70a84bed294f2fe3b743c6fac3c%22	https://palcacer.wixsite.com/palcacer/it/projects-1/tres-territorios	/home/palcacer/websites/pedroalcacer.com/palcacer.wixsite.com/palcacer/it/projects-1/tres-territorios.html	(from https://palcacer.wixsite.com/palcacer/it/solo)
